defect_id,reported_at,reported_by_source,module,severity,status,asset_id,location_id,short_description
BUG000753,2025-03-23 01:29:59,Field Mobile,User Access,Low,Resolved,AST000433,,Report filter returns empty
BUG000754,2024-03-04 22:32:53,Integration,Work Orders,High,Open,AST000024,LOC0014,Date parsing issue during import
BUG000755,2024-05-10 14:44:47,Internal User,User Access,Low,Resolved,AST000834,LOC0010,Report filter returns empty
BUG000756,2025-12-09 03:06:24,Internal User,Mobile Sync,Medium,Resolved,AST000677,,Incorrect priority mapping
BUG000757,2024-01-09 10:55:50,Integration,Assets,Low,Resolved,AST000295,,Report filter returns empty
BUG000758,2024-11-22 02:11:04,Internal User,Work Orders,Medium,Resolved,AST000957,,Barcode scan fails intermittently
BUG000759,2024-09-28 03:27:58,Field Mobile,Work Orders,Low,Resolved,AST000444,,Incorrect priority mapping
BUG000760,2025-01-02 02:51:19,Data Quality,Reporting,Medium,Open,AST001195,,Asset hierarchy missing
BUG000761,2025-02-09 17:01:05,Field Mobile,Assets,High,Resolved,AST000399,,Incorrect priority mapping
BUG000762,2025-11-15 10:59:44,Field Mobile,Work Orders,Low,Resolved,AST000725,LOC0016,Asset hierarchy missing
BUG000763,2024-03-31 11:37:52,Field Mobile,Work Orders,Low,Resolved,AST001000,,Duplicate records in export
BUG000764,2025-06-03 12:34:31,Field Mobile,Work Orders,Low,Resolved,AST000033,,Incorrect priority mapping
BUG000765,2025-05-18 08:29:41,Data Quality,Reporting,Low,In Review,AST000696,,Report filter returns empty
BUG000766,2025-10-28 19:37:43,Field Mobile,Work Orders,Medium,Open,,,Date parsing issue during import
BUG000767,2024-12-15 01:31:51,Internal User,Mobile Sync,Medium,Resolved,,,Asset hierarchy missing
BUG000768,2024-02-29 16:52:37,Field Mobile,Mobile Sync,Medium,Resolved,AST000445,,WO status not updating
BUG000769,2025-10-20 16:40:35,Field Mobile,Work Orders,Medium,Resolved,,,Barcode scan fails intermittently
BUG000770,2025-10-08 19:53:59,Field Mobile,Assets,Low,Open,AST001103,,Duplicate records in export
BUG000771,2024-02-09 08:40:04,Field Mobile,Inventory,High,Open,AST000732,,WO status not updating
BUG000772,2024-08-13 11:22:58,Data Quality,Work Orders,Low,Resolved,AST000297,,Barcode scan fails intermittently
BUG000773,2025-06-11 05:08:26,Integration,Work Orders,Medium,Resolved,,,Date parsing issue during import
BUG000774,2024-10-26 09:41:59,Internal User,Assets,Low,Resolved,AST000548,,Barcode scan fails intermittently
BUG000775,2025-04-16 23:19:06,Field Mobile,Work Orders,Low,Resolved,,,Duplicate records in export
BUG000776,2025-05-07 19:07:21,Data Quality,Work Orders,Medium,In Review,AST000631,,Date parsing issue during import
BUG000777,2024-07-04 08:10:55,Integration,Inventory,Low,Open,AST000184,,Sync conflict on offline mode
BUG000778,2025-04-27 00:28:25,Internal User,Work Orders,High,In Review,AST000497,,Date parsing issue during import
BUG000779,2024-04-22 13:08:57,Field Mobile,Work Orders,Low,Resolved,AST000059,,Date parsing issue during import
BUG000780,2024-06-27 14:29:48,Field Mobile,Work Orders,High,In Review,AST000229,,Sync conflict on offline mode
BUG000781,2025-10-03 15:35:08,Integration,Mobile Sync,Low,In Review,,,Mobile form validation error
BUG000782,2025-07-22 16:03:57,Field Mobile,Assets,Medium,Resolved,AST000165,,Incorrect priority mapping
BUG000783,2024-09-26 13:12:08,Field Mobile,Work Orders,Medium,Resolved,AST000863,,WO status not updating
BUG000784,2025-03-06 15:34:45,Permissions,Mobile Sync,Low,In Review,,,Duplicate records in export
BUG000785,2024-01-20 18:39:29,Internal User,Work Orders,Low,In Review,AST000403,,Asset hierarchy missing
BUG000786,2025-02-13 04:41:05,Permissions,Mobile Sync,Low,Open,AST000642,,Report filter returns empty
BUG000787,2025-10-27 03:41:18,Integration,Assets,Medium,Resolved,AST000699,,Mobile form validation error
BUG000788,2024-11-07 23:34:07,Data Quality,Assets,Low,Won't Fix,AST000677,,Login timeout / session issue
BUG000789,2024-09-15 00:44:45,Field Mobile,Work Orders,High,In Review,AST000607,,Incorrect priority mapping
BUG000790,2025-09-12 03:24:12,Internal User,Work Orders,Low,Open,AST000055,,Login timeout / session issue
BUG000791,2024-09-07 15:31:53,Internal User,Inventory,Low,Resolved,AST000765,,Sync conflict on offline mode
BUG000792,2025-08-31 20:16:52,Field Mobile,Work Orders,Medium,Resolved,AST001034,,Date parsing issue during import
BUG000793,2024-08-07 16:36:25,Field Mobile,Reporting,Critical,Resolved,AST000449,,Login timeout / session issue
BUG000794,2025-02-19 04:09:44,Field Mobile,Work Orders,Medium,Resolved,AST001010,,Login timeout / session issue
BUG000795,2025-08-09 14:16:12,Data Quality,Work Orders,Critical,In Review,AST000749,,WO status not updating
BUG000796,2024-02-13 04:10:18,Permissions,Work Orders,Low,Resolved,AST000149,,WO status not updating
BUG000797,2025-03-03 16:37:55,Data Quality,Reporting,Medium,Resolved,AST000636,,Date parsing issue during import
BUG000798,2024-03-07 23:16:22,Internal User,Mobile Sync,Medium,Resolved,,,Sync conflict on offline mode
BUG000799,2025-11-03 21:51:54,Permissions,Reporting,Medium,Open,AST000372,,Duplicate records in export
BUG000800,2025-12-17 14:17:48,Integration,Assets,Medium,Resolved,AST000107,,Barcode scan fails intermittently
BUG000801,2025-11-12 18:58:56,Field Mobile,Reporting,Low,Open,AST000190,LOC0019,Mobile form validation error
BUG000802,2025-02-08 22:45:04,Permissions,User Access,Critical,Won't Fix,AST001195,,Mobile form validation error
BUG000803,2025-10-01 18:03:28,Permissions,Work Orders,Low,Resolved,AST000137,,Report filter returns empty
BUG000804,2025-03-17 13:15:20,Data Quality,Assets,High,In Review,AST000772,,Incorrect priority mapping
BUG000805,2024-09-15 06:25:09,Integration,Assets,High,Resolved,AST001180,LOC0009,WO status not updating
BUG000806,2025-02-06 15:02:09,Data Quality,Inventory,High,Resolved,AST000814,,Report filter returns empty
BUG000807,2025-07-22 19:22:14,Permissions,Work Orders,Low,Resolved,AST000253,,Asset hierarchy missing
BUG000808,2024-01-17 07:32:28,Field Mobile,Reporting,Low,Resolved,AST000591,,Duplicate records in export
BUG000809,2025-11-10 16:34:50,Permissions,Reporting,Medium,Open,AST000677,LOC0018,Login timeout / session issue
BUG000810,2024-06-20 02:06:57,Internal User,Work Orders,Low,Open,AST000324,,Date parsing issue during import
BUG000811,2024-09-28 07:30:11,Integration,Mobile Sync,Low,Resolved,AST001127,,Mobile form validation error
BUG000812,2024-03-21 06:31:33,Field Mobile,Inventory,Low,In Review,AST000913,,Login timeout / session issue
BUG000813,2024-04-18 23:13:20,Internal User,Reporting,Critical,In Review,AST000798,,Sync conflict on offline mode
BUG000814,2024-04-25 07:40:50,Data Quality,Mobile Sync,Critical,Resolved,AST000027,,WO status not updating
BUG000815,2024-12-28 22:54:34,Field Mobile,Work Orders,Medium,In Review,AST000156,,Barcode scan fails intermittently
BUG000816,2024-04-06 01:51:40,Field Mobile,Inventory,Critical,In Review,,,Duplicate records in export
BUG000817,2025-12-01 12:02:58,Internal User,Mobile Sync,Low,In Review,AST000194,,Sync conflict on offline mode
BUG000818,2025-03-02 07:02:00,Field Mobile,Work Orders,High,Resolved,AST000156,LOC0007,Barcode scan fails intermittently
BUG000819,2025-11-23 06:46:34,Internal User,Work Orders,Low,Resolved,,,Date parsing issue during import
BUG000820,2024-09-10 19:14:30,Permissions,Mobile Sync,Low,Resolved,AST000974,LOC0023,Barcode scan fails intermittently
BUG000821,2025-04-07 00:22:58,Internal User,Inventory,Low,Resolved,AST000433,,Asset hierarchy missing
BUG000822,2025-01-23 09:09:07,Data Quality,Reporting,Low,Resolved,AST001125,,Asset hierarchy missing
BUG000823,2024-12-16 09:38:37,Data Quality,Work Orders,High,In Review,AST000771,,Date parsing issue during import
BUG000824,2024-08-15 05:14:48,Internal User,Reporting,High,In Review,AST000316,LOC0020,Date parsing issue during import
BUG000825,2024-08-26 03:58:23,Integration,Work Orders,Medium,In Review,AST000542,,Mobile form validation error
BUG000826,2025-04-16 05:30:33,Field Mobile,Inventory,Low,Resolved,AST000469,LOC0014,Incorrect priority mapping
BUG000827,2024-06-10 22:22:20,Internal User,Assets,Low,Won't Fix,,LOC0005,Duplicate records in export
BUG000828,2025-11-18 16:54:33,Internal User,Work Orders,Low,Resolved,AST000411,,Asset hierarchy missing
BUG000829,2025-07-19 13:10:52,Field Mobile,Inventory,Low,Resolved,AST000667,LOC0020,Login timeout / session issue
BUG000830,2024-02-20 10:35:16,Data Quality,Inventory,Low,Resolved,AST000378,LOC0004,Asset hierarchy missing
BUG000831,2024-11-12 06:46:36,Integration,Work Orders,High,Resolved,AST000804,LOC0008,Login timeout / session issue
BUG000832,2024-10-14 01:18:57,Data Quality,Work Orders,High,Resolved,AST001090,,Sync conflict on offline mode
BUG000833,2024-04-29 14:26:08,Field Mobile,Assets,Medium,Open,AST000343,,Incorrect priority mapping
BUG000834,2024-04-14 18:42:49,Internal User,Work Orders,Medium,Resolved,AST000891,,Date parsing issue during import
BUG000835,2025-05-16 08:13:55,Field Mobile,Work Orders,High,Resolved,AST000838,LOC0020,Sync conflict on offline mode
BUG000836,2025-03-21 00:15:39,Field Mobile,Inventory,Medium,Resolved,AST000768,LOC0018,Asset hierarchy missing
BUG000837,2025-11-18 11:25:59,Permissions,Work Orders,Medium,In Review,,,Login timeout / session issue
BUG000838,2025-05-06 21:00:04,Field Mobile,Assets,Medium,Open,AST000406,,Barcode scan fails intermittently
BUG000839,2024-09-11 02:17:48,Internal User,Work Orders,High,Resolved,AST000295,,Sync conflict on offline mode
BUG000840,2024-12-06 10:37:49,Data Quality,Inventory,Low,In Review,AST000781,,Date parsing issue during import
BUG000841,2025-05-20 14:16:47,Permissions,Reporting,Medium,In Review,AST000441,,Mobile form validation error
BUG000842,2024-11-12 14:42:00,Field Mobile,Work Orders,Medium,Resolved,,LOC0013,Incorrect priority mapping
BUG000843,2024-06-19 16:56:14,Field Mobile,Reporting,Low,Won't Fix,AST000194,,WO status not updating
BUG000844,2025-07-16 02:30:29,Field Mobile,Reporting,Medium,In Review,AST000028,,Asset hierarchy missing
BUG000845,2024-02-08 06:31:37,Permissions,Reporting,Medium,In Review,AST000363,,Asset hierarchy missing
BUG000846,2024-11-08 01:51:03,Integration,Reporting,Low,Resolved,AST001009,,Mobile form validation error
BUG000847,2025-01-04 11:29:57,Field Mobile,Work Orders,Medium,In Review,,,Barcode scan fails intermittently
BUG000848,2024-04-22 21:06:38,Field Mobile,Work Orders,Low,Resolved,AST000062,,Asset hierarchy missing
BUG000849,2025-05-29 00:42:44,Field Mobile,Reporting,High,Open,AST000248,LOC0023,Sync conflict on offline mode
BUG000850,2024-07-27 06:52:53,Integration,Work Orders,Low,Resolved,AST000127,,Report filter returns empty
BUG000851,2024-01-17 18:58:58,Field Mobile,Mobile Sync,Medium,Open,AST000039,,Login timeout / session issue
BUG000852,2025-04-16 06:45:49,Field Mobile,Assets,Low,Resolved,AST001169,,Incorrect priority mapping
BUG000853,2025-12-03 11:35:02,Field Mobile,Mobile Sync,Low,Open,AST001170,LOC0007,Barcode scan fails intermittently
BUG000854,2024-06-17 12:50:11,Internal User,Work Orders,Low,Resolved,AST000305,,Date parsing issue during import
BUG000855,2025-06-15 17:46:23,Integration,User Access,High,Resolved,AST000681,,Sync conflict on offline mode
BUG000856,2025-10-16 16:55:23,Field Mobile,Reporting,Low,In Review,AST000977,,Login timeout / session issue
BUG000857,2025-01-31 00:27:41,Field Mobile,Work Orders,Medium,Resolved,AST000776,,Barcode scan fails intermittently
BUG000858,2024-04-07 23:34:52,Field Mobile,Mobile Sync,Low,Open,,,Date parsing issue during import
BUG000859,2025-12-02 16:58:35,Field Mobile,Work Orders,High,Resolved,AST000381,LOC0005,Asset hierarchy missing
BUG000860,2024-10-21 19:28:11,Field Mobile,Work Orders,Medium,Resolved,,,Login timeout / session issue
BUG000861,2025-08-11 22:02:16,Field Mobile,Reporting,Low,In Review,AST001037,,Login timeout / session issue
BUG000862,2024-10-30 01:14:45,Permissions,Work Orders,Critical,Resolved,AST000376,,WO status not updating
BUG000863,2024-07-13 21:46:59,Field Mobile,Work Orders,Medium,Resolved,AST000963,,Asset hierarchy missing
BUG000864,2024-04-25 02:41:00,Permissions,Reporting,Low,Resolved,,,Asset hierarchy missing
BUG000865,2025-08-15 10:09:03,Internal User,Work Orders,High,In Review,AST000675,LOC0013,Incorrect priority mapping
BUG000866,2025-04-06 23:28:16,Internal User,Reporting,High,Open,AST001077,,WO status not updating
BUG000867,2025-04-09 01:19:15,Field Mobile,User Access,Low,Resolved,AST000825,,WO status not updating
BUG000868,2025-02-21 15:17:04,Field Mobile,Reporting,Low,Resolved,AST000408,,Asset hierarchy missing
BUG000869,2025-12-08 03:50:02,Data Quality,Work Orders,Critical,Open,AST001191,,Mobile form validation error
BUG000870,2024-09-06 04:24:53,Field Mobile,Mobile Sync,Medium,Resolved,AST000646,LOC0008,WO status not updating
BUG000871,2025-04-13 20:53:12,Integration,Work Orders,Medium,In Review,AST001033,,Date parsing issue during import
BUG000872,2024-08-04 21:43:47,Field Mobile,Work Orders,Medium,Resolved,AST000030,,Report filter returns empty
BUG000873,2024-05-27 06:51:08,Permissions,Reporting,Low,In Review,AST000175,,Asset hierarchy missing
BUG000874,2025-07-08 21:43:00,Permissions,User Access,High,Open,,,Asset hierarchy missing
BUG000875,2025-07-23 17:31:48,Field Mobile,Work Orders,Medium,Resolved,AST000829,,Report filter returns empty
BUG000876,2024-06-12 07:53:28,Field Mobile,Work Orders,Medium,Open,AST001131,,Asset hierarchy missing
BUG000877,2025-11-07 06:57:22,Integration,Assets,Low,In Review,,,Barcode scan fails intermittently
BUG000878,2024-06-10 11:11:08,Internal User,Work Orders,Critical,Resolved,,,Asset hierarchy missing
BUG000879,2024-07-15 13:38:36,Data Quality,Assets,Medium,Resolved,AST000003,LOC0022,Incorrect priority mapping
BUG000880,2024-06-25 03:31:49,Internal User,Work Orders,Medium,Open,AST000572,LOC0012,WO status not updating
BUG000881,2025-07-04 14:14:00,Internal User,User Access,Low,Open,AST000007,LOC0023,Date parsing issue during import
BUG000882,2025-05-20 17:10:31,Field Mobile,Reporting,Medium,Resolved,,,Report filter returns empty
BUG000883,2024-08-14 16:48:08,Integration,Assets,Low,Resolved,AST001156,,WO status not updating
BUG000884,2024-10-22 16:50:32,Field Mobile,Work Orders,Critical,In Review,AST000461,LOC0006,Date parsing issue during import
BUG000885,2025-11-25 09:46:06,Internal User,Mobile Sync,Medium,Open,AST000152,,Sync conflict on offline mode
BUG000886,2025-08-11 19:47:42,Field Mobile,Work Orders,Low,In Review,AST000863,,Barcode scan fails intermittently
BUG000887,2025-09-29 05:04:33,Integration,Mobile Sync,High,Won't Fix,AST000557,,Date parsing issue during import
BUG000888,2025-08-17 03:37:35,Integration,Work Orders,High,Open,AST000664,,Barcode scan fails intermittently
BUG000889,2024-10-23 19:33:01,Field Mobile,Inventory,Low,Resolved,AST000927,,Incorrect priority mapping
BUG000890,2025-10-07 12:10:43,Field Mobile,Assets,High,Open,,LOC0014,Incorrect priority mapping
BUG000891,2024-04-24 22:04:00,Internal User,Assets,Critical,In Review,AST000193,,Login timeout / session issue
BUG000892,2024-03-08 07:22:31,Internal User,Work Orders,Medium,Resolved,AST001197,,Report filter returns empty
BUG000893,2024-09-05 19:46:27,Data Quality,Reporting,Medium,Resolved,AST000454,,Sync conflict on offline mode
BUG000894,2025-01-06 15:58:54,Internal User,Mobile Sync,Low,In Review,AST001123,LOC0017,Sync conflict on offline mode
BUG000895,2024-10-17 00:41:10,Field Mobile,Work Orders,Medium,Open,,,Barcode scan fails intermittently
BUG000896,2025-01-04 00:23:21,Integration,Work Orders,Low,Resolved,AST000091,LOC0004,Date parsing issue during import
BUG000897,2024-06-11 16:32:09,Data Quality,Work Orders,Medium,Resolved,AST000362,,Sync conflict on offline mode
BUG000898,2024-04-02 15:46:50,Field Mobile,Work Orders,Medium,Resolved,,LOC0014,Sync conflict on offline mode
BUG000899,2024-09-20 18:27:10,Integration,Assets,Medium,Open,AST000191,,Login timeout / session issue
BUG000900,2024-06-07 23:09:03,Integration,Reporting,High,Resolved,AST000682,LOC0013,Mobile form validation error
BUG000901,2024-04-15 17:11:15,Integration,User Access,Medium,Open,AST000198,,WO status not updating
BUG000902,2024-11-15 19:35:09,Field Mobile,Work Orders,Medium,In Review,AST000024,,WO status not updating
BUG000903,2025-11-05 21:37:55,Integration,Mobile Sync,Low,Resolved,AST000476,,Duplicate records in export
BUG000904,2025-05-14 22:16:33,Internal User,Work Orders,Critical,Open,AST000114,,Asset hierarchy missing
BUG000905,2024-02-26 06:15:18,Data Quality,Work Orders,Low,Open,AST000190,,Login timeout / session issue
BUG000906,2025-08-12 16:22:07,Field Mobile,Work Orders,Critical,Resolved,AST001029,,Duplicate records in export
BUG000907,2025-02-25 08:40:53,Data Quality,Mobile Sync,High,Resolved,AST000708,,Sync conflict on offline mode
BUG000908,2024-07-10 08:12:24,Data Quality,Inventory,Low,Open,,,Asset hierarchy missing
BUG000909,2025-07-16 08:20:04,Field Mobile,User Access,Low,Open,AST000946,,Barcode scan fails intermittently
BUG000910,2024-09-21 08:54:02,Data Quality,Mobile Sync,Low,Resolved,AST000729,,Mobile form validation error
BUG000911,2025-06-20 21:06:53,Data Quality,Work Orders,Medium,Open,,LOC0003,WO status not updating
BUG000912,2025-07-23 02:37:26,Permissions,Work Orders,Low,In Review,AST000722,LOC0023,Date parsing issue during import
BUG000913,2025-07-25 01:52:37,Field Mobile,Mobile Sync,Medium,Won't Fix,AST000821,,Incorrect priority mapping
BUG000914,2025-10-17 07:56:55,Field Mobile,Work Orders,High,Resolved,AST000513,,Date parsing issue during import
BUG000915,2024-09-11 11:39:45,Integration,Work Orders,High,In Review,,,Sync conflict on offline mode
BUG000916,2025-08-14 15:42:07,Field Mobile,Work Orders,High,Resolved,AST000575,,Report filter returns empty
BUG000917,2025-01-17 14:26:39,Internal User,Work Orders,Medium,Resolved,AST000889,,Asset hierarchy missing
BUG000918,2025-10-31 15:14:07,Field Mobile,Work Orders,Medium,Resolved,,,Login timeout / session issue
